leftStudyLocusId,rightStudyLocusId,studyId,h4
8be2da1b1c924716da3badccac3b8ffb,0cfb557f231ab72d9dc361b8ab825348,GCST90302010,0.9938688755756686
8be2da1b1c924716da3badccac3b8ffb,6e94e94ca78aa24bc700a1380f39c78f,GCST90302010,0.9967967168248227
8be43fbb08f149c98a0707fa4ca6d208,0e97adb6b7ee99854b4560807bb8ecac,GCST90302115,0.9909313562664769
8be6939b29e43ce4786f91508007bdd7,224462b178f290e5c8bc9876c9c06128,GCST90388630,0.9848846951556227
8be6939b29e43ce4786f91508007bdd7,35f8c04e6147093097e9587449078ff8,GCST90388630,0.9872044342735905
8be9c85235e4b8c76fe032b576e04ee0,01b79b50e4816bf47184f5400eaed8fe,GCST006250,0.875490302988304
8bea1c1b2c730b4e3f4240bb4092864c,87eb3c325af911dac79b1dce66c4ee8f,GCST90302121,0.9961327673023902
8bea70c28e365a9c26d0d00301032139,0f2aa3772e3f86f2bcb1efc1286e6506,GCST90302133,0.861545235047947
8bec661bc7863462b16d1330efd41ec2,1b6d2016a02ea0c0410eb93740a5d6ac,GCST90388552,0.6963469331277361
8bec661bc7863462b16d1330efd41ec2,709dafb415a66b19212657a6797f7e52,GCST90388552,0.12815239684725946
8bf03422b797daa163d797d6699719ee,d209fc7b6614e0bca90a47038a40ca66,GCST90476365,0.9689731059826314
8bf1e216df3379f417bb7caedebba98c,587be79fbd17e8acd4ea27099e74c910,FINNGEN_R12_HEIGHT_IRN,0.9782628497443601
8bf42a77610259520007f9e097ceb6fa,190d76f3e62c2eb0c73674eb5a0aa97b,GCST90269505,0.9990338748566668
8bf4566a3a44504631ec2126d574f679,58083f7f0cfc83379513fb06d2f9aaaf,GCST90092846,0.9843744456127633
8bf55af0f74b49255ece5d27a0f90a27,56dde5e35d27eb2734833cb9d41959d6,GCST90003669,0.9726254035959175
8bf75850e12109697df51fa6007923a7,7b9bbf5d96c295875b480cdd675df3f1,GCST90013870,0.9974299679291141
8bfe161b65318343649253ebb64a8ca5,422f2d402cb7cf4b1408de3eec7e9ed4,GCST90018949,0.9916531699170731
8c04c015d3dc52c0a37b7948e6db08bf,3d31edcf7419e4a36f360dc0480fa148,GCST90266799,0.9999236021581998
8c0a1afd981f8e371bf034089d821a5a,69e3f1d1648950b5c1e493bc0f344711,GCST90387933,0.9917129979216672
8c0bd0f7997f32c8a3d3e7ea509da426,12d4fc54e74227654b835f371504c006,GCST90475516,1.0
8c0bf67e7df15c13b71d84e89b48a422,682b164882662d4d3acd5e3a05b79b8c,GCST90302095,0.9999999415670348
8c0cc88b5f3a59277032018dd14c1db7,898883c5ae5161e94e8506481efa456f,GCST90475232,0.8744552513888844
8c1124bc1d3b1ab64405cac9834657d5,f6bd7cdc9f0ffb18d97f50cebbab9180,FINNGEN_R12_K11_DIVERTIC,0.9474943517128103
8c12a7885812bc4da0c2160e40d21a34,860adbb10dfe062e62d66adf4a8335a5,GCST90003107,0.1370698315593326
8c12a7885812bc4da0c2160e40d21a34,9a5b92f14173838a3405989a6fe91ad5,GCST90003107,0.203338841741917
8c1531a7ea3a4ff8f2a6c0b51e597de8,6800406845d76bbb31c60e229fb304f7,GCST90387573,0.9980653147411407
8c1756516699555552276ecea02b57c4,101eb707a8a9fb5d013213dd2b9fc618,GCST90301947,0.9912161935187779
8c1c60f7f9f9b76edcbb0399705ff613,083ae8c5f51e33c9ff6922f8d1999d02,GCST90002807,0.2482889607570355
8c1c60f7f9f9b76edcbb0399705ff613,36a21fc5ae37c29ae05ba3825cd67a58,GCST90002807,0.23743138717922008
8c1c60f7f9f9b76edcbb0399705ff613,554a60526768a99b38ad3ac59fcb30ef,GCST90002807,0.26225720749910936
8c1c60f7f9f9b76edcbb0399705ff613,8ca015c25e847aae09d74876b3859a49,GCST90002807,0.14182645467977964
8c2276f59e489808bfb0e63b98f22858,3fc2bf7aaf32d8bfc278552a624ba738,GCST90446084,1.0
8c2399af1fa109009e1e6594b01194c1,4546c562002075789612c2ee0ec95572,GCST90092825,1.0
8c26a7c28a310939a224ef6324b7580c,1c33d2cd1718502f9d1d10f94d5388c2,GCST90480196,0.9980335759194439
8c27ef9efdf703d5580967dabdd4acbb,bbbf34711552bae895cc3557e4c12170,GCST90292538,0.8976975152812495
8c2946284dcfc73fe92568578e06d757,362ffb130ec35270724bac1ffc239aaa,GCST90445977,1.0
8c2957006e6094541dc6cbec2ed4beb1,3b95a9cfaae6fdea6bb1771cb53c0d61,GCST90399726,0.9771170751655174
8c29bb3ae0a867648c13de2d8fcb2567,2a12fd28527ac3cd4c4805760dfa0fe3,GCST004634,0.8722491502949549
8c29bb3ae0a867648c13de2d8fcb2567,76f156031ba1c4a3ec47e9af0b2d4607,GCST004634,0.49332715294207213
8c29bb3ae0a867648c13de2d8fcb2567,e19dee4d761af0e1c6311f049420b141,GCST004634,0.8416531648036911
8c29fe7ab585f3f71baaecd5115fd995,1664604d12d66ae803e606c805efdcba,GCST90240033,0.9477141121561536
8c29fe7ab585f3f71baaecd5115fd995,7951bbea4c3dd80ec746eb93f831b817,GCST90240033,0.957130405238062
8c2a5b873003aa30ebb76bb5f6c94740,6d33fe17abea5fd2730569f1427f0eab,GCST90479711,0.737853733282404
8c2b100d4802880c26e6a78e9437aa69,c4364c5ec1fffe61fbc5b7773b59bad2,GCST90319651,0.8837586118891835
8c2b3ba784dfc13aa82ee1f1dc57e703,0b221ec9d4044ec832dc6a838cdb1685,GCST90092873,0.9887950967261698
8c2b3ba784dfc13aa82ee1f1dc57e703,1388936971b19242a9a8294276378ee5,GCST90092873,0.9321035865841646
8c326c7bcad8d96ed02e7c8c0dc91a55,59cb659a75fbe8e9705f8e172ce97ecd,GCST90002398,0.9494638197331254
8c329ec440d1c75f35f85fd827d5af1c,11b77649648e32169e829d41ed5e83d6,GCST90257357,0.9956120327724293
8c3505bfbceab5201c20c145e923df6f,cc696090a3d580d238e871edcfd656c2,GCST90002412,0.9564716464664866
8c365eb6f8d0eea72ba7e87a9947df66,23e1fdf4ff968e6026d4e1a1339984be,GCST90004367,0.9988109524541674
8c3672c9822525cc91ec0e3b164ec7ec,6899eb3baa57c08dad045a2490e93fdf,GCST90093002,1.0
8c3672c9822525cc91ec0e3b164ec7ec,83bba76abe582f8fdf9f8654737bce64,GCST90093002,1.0
8c3c3bbe35859ed9f491e40a6fbef3b3,b6c321c5103afe723872e8408e691a69,GCST90436177,0.9751751176040213
8c45fdf455ae206e4e8f208e58b8cfe7,41415059b3faeac4940bffc169ff8941,GCST90269534,0.9725217554172936
8c46232d80d03e6497c02b81bc1eda4b,933bd3e1223ef989b2b28f9f91d5a824,GCST90445867,0.8177460914742609
8c47748d2273e693da465dc4a81799e4,8abf23425d48a52baa6f20189b5feaf5,GCST90092973,0.9954964170515824
8c483be021466138e08fbb3d82b904cf,6d904aa4a6367b17756913acb2c4ecdc,GCST90092969,0.8637922573668143
8c4f8420972cc51b5774e87516312190,08f5060180ac532397a28428268c5e82,GCST90002383,1.0
8c527c164966d1e2ad37adb82d54e22d,3bf58674c1e9a19df8db0091d8305416,GCST90269647,0.9999944583986532
8c52d64e8afd6d3f20b64d4896af73a4,5ce2deab0bc0d89290d97d2a172ad4be,GCST90446057,1.0
8c563ea1dbbad9c6e57c4c345bcd51af,3c2cec24656d36bd0a195ec055432ce5,GCST90475294,0.9265559526812208
8c58741bd3132961b78f21d7f084526e,230abc3815b550ba499fc554780ade2f,GCST90309353,0.9784970203644411
8c5bac6b8cb01943f00627355990e8a4,53b5bf9609cb049c3b2019a1206e0dbc,GCST90302016,1.0
8c5c1806b4f2baeb2ab3a553156eeb3f,05af39c3dd140443a785fee074553b22,GCST90092853,0.9999999999237161
8c5c78d408be4baddf31285aa83c00d3,4b3b48e49ac101184b352879b541b2b5,GCST90018729,0.9989858976962874
8c5dacf94b65d57d85a39a73ad71128c,36bc519359da4fbe21eec79f541b1241,GCST90479531,0.9960263080586474
8c5f6527101f1575fe0dc65fb510ab90,2697c765bdc4e4cddbd7177590803ebd,GCST90019493,0.8934986597291951
8c60eabd43bd0912c9313ab382c88399,6aa5c5d7842c084b1ea924c69de666c5,GCST90480673,0.9814099769097304
8c63f2ced1864f0168a20582e2c21ec9,fbfdc165259bb04a26c5eff48b23a497,GCST90479475,0.8664306135962889
8c64d55d99155fa9dcf3a67d6e331c3d,61c9b71a5fc23eb481c2594630a4b2de,GCST90044149,0.5985867926852118
8c66d844aee0de3d22ac8785c6b7567c,00d6c506f6798161d05eef8e7075b82e,FINNGEN_R12_BMI_IRN,0.5926562205637271
8c670953f747c68a64fb42e98ea19c74,32ea2181cab40cc5a03eae175ce08cba,GCST90041827,0.17151555230831173
8c6a58484b3ced37e6f57932e9694b66,04b9013889bfc7efe6f9b1edb16a5ac7,GCST90302118,0.992106847445835
8c6c1ab559b2bb3160b49193b9836794,6d8067fc29ac8739b466377f48415fec,GCST90002622,0.9429311347856738
8c6c44090be6e836c197d2dd683b1af6,b132b26f1aae2746c287e98dfac766cf,GCST90013966,0.9499320958661258
8c6c54afe759ef2957095b43ba0d8680,7d7f8013f99afcae9084388017a0b929,GCST90445985,0.9770622909533284
8c6cdb64107d8d284eb7b298d9c6b84d,e92f7a2e7fa87126255dd1900c5a4abc,GCST90446111,0.9770723858672095
8c6e80b74767ebb5161f5d7608c80ffd,c146ed9874eb56b38c1c992d96dfe8b3,GCST90092844,0.6923071274797971
8c6ea7a36a47913370e366bb1161d7ae,210e90c927ff71377fea789439ff1968,GCST90013886,0.9947699405419343
8c704275984378a644372e238c0212f1,3a7b195b75806ff1241c43df040eeb4e,GCST90274382,0.9999973399310805
8c7070fd020d15ae320bf53b735a0691,2faf9825de757b3f22ae528488436383,GCST90093021,0.9869356680860594
8c70c5c87f73ac9dd76ba9b4777ee07d,7e5a3b95eda76dcf31aa4530c26d7117,GCST90387515,0.9977146629468074
8c70e1aa81682abde8c39faec3539ab6,6f0cca84b326aa17b6b1c8c64b8e5a5e,GCST90302005,0.9999998947239475
8c711dcab0d9164eec081081f448fdb8,81c7832997535bfa19a179390ce9c50e,GCST90479672,0.41272189426323885
8c72f829612a6e8c3516552256845ecf,8bd343c1ee7ddfef1d95dd45b98d6a4c,GCST90092933,1.0
8c73b0b8578d74e9a89e692df61a622d,00456e5e24065fc6d8e0b75a184b947c,GCST90019510,0.7913141432320778
8c73b0b8578d74e9a89e692df61a622d,7f83d14d8bc509e93f88126207e874b4,GCST90019510,0.9978795103495851
8c7566fb8267dde17baeae8288d9a4b9,1bf2f91469a39af33a8a30e4d640627d,GCST90026062,0.9999999244598243
8c78a099e3cb1ccda20e67dae860542c,7417af5fa926d0852251258f7af6769a,GCST90301995,0.9915064953484842
8c7a47f440db9b681dc3f5a6b056d7bc,482a866c6344b843b6f71862c52c3180,GCST90092928,1.0
8c7b34a7cd24aebf200f406b8309ecda,3c31a0be2c5e05221ac1cc109cf68e31,GCST90018769,0.9999999916357183
8c7b34a7cd24aebf200f406b8309ecda,5d26a6c3198af1d12004f86f90bbb6c9,GCST90018769,0.9999653980951128
8c7b34a7cd24aebf200f406b8309ecda,89764bfa03fc9d43da4921933b16f553,GCST90018769,0.999869022886852
8c7fd9aeeae48d97e3fa3e92779c0f6a,323c9d03a10fe96ececc798d9819c724,GCST90092997,0.9946319153865144
8c8096f1fdaa4b0ae9ae51d4a0f2352b,431d7be99eafd4b168b2e5bb8725900b,GCST90002403,0.10686455551842894
8c8096f1fdaa4b0ae9ae51d4a0f2352b,d7928ab204b526ecdc0aab857402c641,GCST90002403,0.7721367033024124
8c85814aa1c82a9368802918287f76b1,7bba85e05b76e498a066d870ff51d3be,GCST90445946,0.8183925880079792
8c870c9eecb602280e1836f7f29caddc,2d4512ac27f9afeba2217aacd0a84e6b,GCST90302107,0.8103633246927012
8c8a8e467e136662f10401fe0fe325c2,6c7944f4be7c079f2136d06ee512d4d5,GCST90267268,0.663054844263379
8c8b06acfa76866acdeb53902d6fa642,86c7c1938246a3b5dcf1a6c20b166386,GCST90018644,0.9999999999112674
8c8bd6812e980062c0ff2f13df919542,caf3a4cc7297bb56d4f3c0a179bf5795,GCST90132224,0.9503936370812762
8c8c9859c07e52ee41340d11f186d3cc,2ee1bc83f370f913c3fbb8e74e0aed5f,GCST90094863,0.9969584117515206
8c8c9859c07e52ee41340d11f186d3cc,8051a3aa7b85d828f1cb7f48dcb3259b,GCST90094863,0.9964127776190358
8c8e2ddd0634a8e468f65b5dfa98dd17,fde43872973b027620287a703e868560,GCST90002298,0.9908752594992103
8c8e7541b0b340b6fb59f7c0b95fcea6,81d9fcb506351915d9c742701bd57d53,GCST90092911,0.9959370819218468
8c93c2d73a850edda9089f09655296cc,19e35f276cd9a26546eec89bd1dd4635,GCST90480662,0.9012514933404362
8c9691793e97d7790fd74a3b18dd768c,66fb994175832171dd5cd673abff721d,GCST90269661,0.9923344103893985
8c96a4434001063e93cdeaf98b946f50,0188a30198d1760fc09e58fe4c4bdf9a,GCST90388066,0.3768406025839016
8c97bd303b83a07a8b89daaf618bb7a3,83de588c4167b075efcff1fa8735c457,GCST90446020,1.0
8c9a81f048f478db8343a5fe0b53adb9,84b8f25797a048344e8cbb3c004255ec,GCST90003024,0.9608525602272894
8c9acef53d59ccdd219942f030d6cd59,8ea8474c9cca3fed22e9f39172cb555f,GCST90013978,0.7035404761522781
8c9bb5ba4f2fa47e0d3f6d4dd81420cb,acb74ecca515a1d7576fefe5e403a6c2,GCST90092892,0.8637340987078559
8c9f061da0df7f653f6c6ac9f5fd18ff,542dc765b39b88c656fc8938e87edf88,GCST90388481,0.9971069795286008
8ca0a8553df1a8b824ffdf3ab3b843ff,a8b9ce0203f86ef1caeb991c28c22029,FINNGEN_R12_HEIGHT_IRN,0.9017278062451912
8ca0c412d1f3d526ad604805d9e957ad,12cde880fb8e1a019221ceb54046ef51,GCST90269702,0.8457706970639155
8ca1b818425acc739f2b6e54c7ca5cc3,5fdee6422a1564766472ba76e6e2ec0d,GCST90448631,0.9998647986731461
8ca29b7f7ba8d2ca02da03b2922aaa9e,6e959da17e78cdcd6a4789e893d6be57,GCST90475372,0.9981885700634018
8ca3574262027afe085b82d8761ee8e3,5e30a56cbf6752c4993a2e89305e6a1b,GCST004612,0.9903637790132725
8ca4ce9043bbe60aac73a58804ac9a78,3791aa04cb8ceb22b7d2ab9adddd87f8,GCST90446077,1.0
8ca5508da255126aa7d2668259317596,15785123719363614a64c940b08a5b06,GCST90013981,0.9728520245927942
8ca5508da255126aa7d2668259317596,8d4d2e0eca3097da8df692848753c16f,GCST90013981,0.9966862760139545
8ca6c32652c73f69ecf10b069560c2fe,35b4c0d5a83e479f5cb7acb5708ab8b5,GCST90042725,0.9233834207546666
8ca978f6d15f19554837d7a57c23618b,e2efcc313e8cc5c813c6a40137ceb79c,GCST90387977,0.8913645156591615
8ca9adb27a7132e6190b63d146ff1706,380fcaa9ac5dbe1225ae878ecbb95949,GCST90319644,0.9999999999413731
8cabe6d79d49101306fdbc78464a114c,3572697a2e4974ff02797b61405200b3,GCST90269631,0.9018011118209085
8cade6c0b5f4cc41ec7e8e7c7ef13e54,2940e4d9237c96e19102ad5837b1602f,GCST90002334,0.970751779428381
8cade6c0b5f4cc41ec7e8e7c7ef13e54,ecd03c5bb96f7cea94f9f29532db6cd0,GCST90002334,0.9834640027298288
8cadf7dd33e2eb9654863afcfc34fb74,cde88e8d8e7c4cbd0f15a753291d2245,GCST90479538,0.5973967135629437
8cb2b2438892cc7c51f25114c9b323e7,64e2b4b0bba3f8a22906e94f97678551,GCST90018964,0.996826600158737
8cb2f6ed3c1c8334ec4c1ec3b4c4ca1c,6f7f65eabbb7875b6596ca93eb15fc37,GCST90445890,0.9815442819186085
8cb34ade2b8c8c682992ee8ba6d97b42,59d89c01ce2491999a22f2048901e01a,GCST90004174,0.30328523432981624
8cb34ade2b8c8c682992ee8ba6d97b42,74ce292306b8f433e4d623f89f3a61b5,GCST90004174,0.2488580039097692
8cb34ade2b8c8c682992ee8ba6d97b42,a5c55b0fe74fa42b4d5fe288660fd7e3,GCST90004174,0.007452775810501201
8cb34ade2b8c8c682992ee8ba6d97b42,cb3bfe1dfc7de81948f20fcc0717394f,GCST90004174,0.03528229177866365
8cb5452dd4c841482291d5e5406a5afa,4aa871205d0aaa04b10bef18f58ed21b,GCST90004388,0.9920659360302944
8cb67d7c79612feb99b33e3aa6649543,6775cdc511c2762d3fd313143d6f4c40,GCST90269601,0.9942743614777089
8cb6f8bc9e22406178f8a42dae4d9ef1,9a0c9c6c48eecdb35d0554e05bde38cf,GCST90002394,0.9458281435596996
8cbcc45e499d97aadd4273f016a419b0,5f5ae443d0ab0103b3364cb5a3ef9955,GCST90002395,0.9244205737794036
8cbecab4efe4e31f86ee5800c071b39e,650976601f8d4a8a82b2a87a87dbed8d,GCST90479542,0.7821252436599245
8cbef87bf55df36371481f43d5e10fde,8b593d68d54114168769735fc30f4dc7,GCST90388026,0.543453377857161
8cbfb76e1075840a2f11083fbba30264,82ba5704a47f8ee141072c2a357a6be2,GCST90446019,1.0
8cc10593024c4f2ba6c0be6a1f32bc07,03e52aea24ec5385dc0165bcdcbd0514,GCST90480726,0.9384840577682961
8cc1a7258a0af63f961fa7053a28c1f2,7c96d329124825cda2827139bf916882,GCST90479523,0.9962325068479467
8cc44a71888625fef31504297640b6c7,1ecf99e155b186c98a8b4933d953985a,GCST90092926,0.9930855116836731
8cc5a10d036e83cfd6bda149707b78ce,25b71413b8b577c43d6915a87dda644e,GCST90014001,0.9438269763651326
8cc997f258128ec298b8fcf7d57d353a,e69b4401d9052641665545011a88dbdf,FINNGEN_R12_WEIGHT_IRN,0.987221465161095
8cc9ddfd27a64998663478c196356fb7,1dcdb4cba92af0f47a411e22d06dcf4a,GCST90302075,0.9979677228199854
8cca88a0c4415c8c4df80bbd594a152d,1e8ac942af4353b7974556b639e4eaaf,GCST90018942,0.9957211904121357
8ccbb6ebef90c02426d957a58d7696b0,15c05fcdaef0d2c107423e04375b7297,GCST90013871,0.9959642231382955
8cd0b6ec6f1396054ec07716e70ce8aa,1568dc28176e431ff9d0334b7b1d1786,GCST90446065,0.9922117751036521
8cd184341bf7c3c1d5886b53f8cbbc84,985397db2c201a6571d63c03a9139154,GCST90475420,0.881086149117026
8cd53150a8a900e339b5abf9e73137b5,1a44f77a7bb6b4e262d38068b0bf1c98,GCST90302089,0.8093897761475971
8cd53150a8a900e339b5abf9e73137b5,556be899019ee0717df913c83dd78941,GCST90302089,0.9126164108696072
8cd9658351428022f60673f468fe0170,4642c479e975a702941ba56c7c2a7b9b,GCST90269738,0.9915625062322215
8cd9658351428022f60673f468fe0170,573f3092aef00417200a6f8f5499b7a3,GCST90269738,0.9939808745439864
8cd98f77e30548dd66c1e43bfd588533,1717b089ceedb8231d9c90b90a509e67,FINNGEN_R12_RX_STATIN,0.9883777405707743
8cda730d00c59d0c3a9a54389f0a3b99,4547c07636dbd79e418d3dcb77ba7a04,GCST90264937,0.9380035779409255
8cdf93c8719d477a58e363e7b440039a,757a6141d8ca01442c661e35f9fb4067,GCST90018806,0.9192756615531749
8ce1ef0416a761bc4b1878cd1a922dd4,75591765266d60299fa9cbcfbd4b7461,GCST90003113,0.3349324423260769
8ce25946eb3bf4d88ed68a38ee8f52c4,395d8acbd37ee18bcd1de64e07cc01e7,GCST90013943,0.7824547112797343
8ce4279c3b100e949c2eb8f69673a460,0f87dc3ac0641ea33ffb001e4b947d12,GCST90446009,1.0
8ce4f90cccc6d800a85c50ce84745c6a,00f1883d8f1760fd09ccdee2a70efcd9,FINNGEN_R12_CARDIAC_ARRHYTM,0.9896947971457665
8ce622acf86e2115647cd85954c5d405,7b38052d5af8b41ad20547232e54bc33,GCST90093001,0.9998362945694961
8cecfa868702d841a1c34c5f431b476e,2ffba62e2eddb4dd7f70c4c4e3fa75c0,GCST90025510,0.998066060290906
8cf1a336517d998086a6d75ef432566d,0d69c8d29773a2512d33a42e8e701b78,GCST90092829,0.9972231787573932
8cf30430377d60df9ccbf72835382d16,61d79fe735b73d6fb1e5bb35c6c06867,GCST90092822,0.9944053392247796
8cf46bbab5703256e3243024fda2c505,4167e0e854414337b591a60bd2463568,GCST90004368,0.2249691285244528
8cf46bbab5703256e3243024fda2c505,4c5d574b4878cfb9981b173617fc8335,GCST90004368,0.25745431809016955
8cf46bbab5703256e3243024fda2c505,707d08b9c1b8cdb491fb53b8325fcbfa,GCST90004368,0.21716561247881527
8cf512ea8c7a1b0a768c50b3e784742b,5eae627c8cd92c870f6894e572fba0c6,GCST90004354,0.25040999402438
8cf512ea8c7a1b0a768c50b3e784742b,6825d39a87f9c0e19d7e0e6d8517b85b,GCST90004354,0.05190495249585543
8cf512ea8c7a1b0a768c50b3e784742b,b5d02c8bf6be239c3fae1cc8b1839760,GCST90004354,0.075115312974285
8cf732369041ccdc9412be72471eca28,ec36949c932796f2671a3f91ddf7d958,GCST90399689,0.9522548729325673
8cf8132d5b18acf28542b0785a0c8b4e,2772d5c97a572affbcfbeed6bfd3ffcc,GCST90302131,0.9984311661964997
8cf8132d5b18acf28542b0785a0c8b4e,445f23b568533532f8683f735b720428,GCST90302131,0.9984311661965068
8d0003d0e557f82c6f06568bb3b2ab6b,f7b8668c8e3863ae393d76550c7f706a,GCST90269648,0.8537706684661154
8d0035e2712ff5d348887276ded6f4ff,2d1477568f3fd11fe9bfd9ebf8a4a8a2,GCST90445959,0.9787796042807269
8d00cb988ddf7faf7e569c2192775c94,08906828be6d80e515eb214af97797c7,GCST90479926,0.9548709227718555
8d0384a6f08fe58b0302e531f5074535,7f13f246880f1ba524353aac3e2ee7b7,GCST90446057,1.0
8d0384a6f08fe58b0302e531f5074535,e5886075c7819a324abde1093256282b,GCST90446057,1.0
8d0568fd7f246701fb51ef0740d7dea4,4c9e6f8f6462c723f29fcbbf8bdfabfb,GCST90476462,0.9996439241158447
8d0cff5ac386248190474c23611161d6,7d2f3862e94adc75ed9acbedc8da9fa1,GCST90479602,0.9856872884223401
8d12b3706b85149a5416be41d11c2800,2d1afc49b6517d8b60dd4833484c09ef,GCST90269628,1.0
8d12b3706b85149a5416be41d11c2800,b46467336cce4029123caa7049577937,GCST90269628,0.9938148959744663
8d15be75e5379a134849acec09ae923b,527cff762bf391fa5d563b3efdad0043,GCST90475124,0.9873988013057488
8d169b03aaac6043b9ca58a91fc20411,4a1d8075494712708a48395171be76fb,GCST90302130,0.9999999999987494
8d195ae11537ad51fa1060dd2f2c9f11,1d06608245496d178413467f4b67f110,GCST90301953,0.9877299641488522
8d1ac87e3db881311ca80720154d36ca,7ff372dd301f3c6d4d062d02666e9d8a,GCST90269651,0.9987454611146559
8d1ce82ab984622fb006d67e6b9c0333,88e24a8b745bd000f5957254118eac5d,GCST90269633,0.9624188441279549
8d1d134ef25a1c1652ed35299386cbed,24a332abefe13675f476867c79d73585,GCST90025692,0.7419374922147056
8d1d134ef25a1c1652ed35299386cbed,95a341af927707dabcb323d5650f0c0a,GCST90025692,0.7297244594444604
8d20a296e17bd1e709c6400bfb177740,43ae8e30c5722d00794d46f3618b0046,GCST90445875,0.9658175320373976
8d20a296e17bd1e709c6400bfb177740,61262188de6fc06c41ebdd024f1e6acb,GCST90445875,0.9236358681015346
8d254a6701bfd5858439c298a1c2116b,b73d99578499277f45dcb3882058c5f4,GCST90475376,0.9851081725988938
8d284cc4a6561a85cfcb41116cfca2a7,293a32da42d281bae7e129e9d6d7d812,GCST90002820,0.9925741093952255
8d28c43829385da37bdab77aa3b13ce5,021094ee77f590943e679d52340a3ffa,GCST90475412,0.9728416667367584
8d2fc06e7e1f516c6d6e81d265e1171c,087c2ee83b44b5f660964d9cb6137053,GCST90013981,0.9986392762762686
8d37a989797a173cf1781215dc0766f3,84d12010725ea4df9877b924aea6f07e,FINNGEN_R12_M13_SPONDYLOSIS,0.5649957329204388
8d394f97ee7e6a67994b442cc19e2edb,50cf7b327d4cfd889a1c6afc5f951881,GCST90269503,0.8568478369813164
8d3c850cf169ad4c194bf3b2383468df,86f3c7e5bc8e62d8810d1a5bf8170372,GCST90002310,0.9545255225662618
8d3c850cf169ad4c194bf3b2383468df,fc6b15dc31000063c38ea5abe8bfb6bf,GCST90002310,0.7808152943104173
8d3d058bd8a6bb72ce9a8e15b6910bad,4fc35132cf0a95eaca4c57ed92abd716,GCST90475727,0.9759624510376648
8d40030bbbc77172c6e7d8a21ea19ae3,9115e423908be64422c045a925476dec,GCST90475232,0.045921291111194945
8d41360675c8f4d7130e802cd241be38,af091ceb0ef89984200a69cd46a2eb1f,GCST90271559,0.9919225620349624
8d41fae24951ff23ae17230562e1c3f9,2bfe3fa6503d496b30f656030244a239,FINNGEN_R12_I9_SAHANEUR,0.848919541204159
8d42ca1da5cb051f86ce17888ceb8529,2a7bea8e79afc0453b7fe69f9356e14b,GCST90092905,0.9986913006764859
8d430506b132183b1f6800c97639a4c8,2bc23afbb1524a611479898d6b194be1,GCST90269677,0.9999759953209721
8d4a7dbd89802720c2d8e11f60aa3d77,0306d25492b2a6a887d1325e97ecf71a,GCST90445966,1.0
8d4c6a5c7a96dedea16b22678807e934,c7f721cc44791a9070a1f77e8c2d3233,GCST90445991,0.9996985490832345
8d4e0893b68a22f8bd40c8c746ccaf09,35f7a255048e3ca3018227d9e84b59d4,GCST90092847,0.9961316865755417
8d4e0893b68a22f8bd40c8c746ccaf09,7016e43e92d6282f11b695cb87f483f5,GCST90092847,1.0
8d4ed6f84db585df326d840bd0dfc437,15e3748e05799462af81280c0cf2d0c5,GCST90275189,0.9986004037106941
8d4ed6f84db585df326d840bd0dfc437,a78bf33c8e09da1de4a19d7551534c3e,GCST90275189,0.9989705021609904
8d4ef29f48af9b4ffb8b0506e8f3606d,d9bad1b3d2e9abe9190c4762452336f3,GCST90302081,0.7448879045567645
8d4fccc7cfe1dc1ddc8fc4236390e5dc,23d319ae8f9d73dea0fc913acb23986d,GCST90445964,0.9283012968099413
8d5246656178f3c9034999df55121433,79e14b18b08d42fc0bc8643c9fe2215c,GCST90479631,0.8909324411648336
8d55217a7aa433ca61c066f3c746b376,68d89f6d1d480d40451a78ce049d20f7,GCST90446054,1.0
8d57443e89cf85a8802f5110df8697f6,aeba488d0afae158afa3b1fa95db0ce9,GCST90428448,0.4868348469493337
8d5a0bb00f203b538508bb4bffb6e419,6d8dd343400e7954523f3bd5f9fa2a8e,GCST90093016,0.976701615327012
8d5d5a0f7ee67dbe5b6518ae1971dff2,17fba699477c193cc5a2d39fb5f64736,GCST90239661,0.9883926450810666
8d5e293a0dfcf1cf5854390a9e8ad048,841b7119de7b192f6aa84088f2ec2c1e,GCST90388055,0.729099281322045
8d60510d82c453aa7cd10f810211dde7,007b42e383394d5609d37edc117448ef,GCST90093022,0.9882946347327219
8d60b82e25c63ea373b777b0c9b3bc99,5a63c63d401803b874efc1ebead6dc9f,GCST90133048,0.9923490588521917
8d60f3a56e044ec48ba9c460d2c26dac,745ee0176855a70802d0d67e26b6869b,GCST90014012,0.9950666497136187
8d64ed68c7c98ed329043e8f2c6f9deb,1c9e7be5a17e854b6fa90d02c44e6cea,GCST90005943,0.9851806409728023
8d6513f0461d64845aa7905efcfc14d1,4848ce0a1bd28512c53a763f72db40d8,GCST90092965,0.9735918976299717
8d6513f0461d64845aa7905efcfc14d1,529d4b470680cc03602ca8d27b98b1d7,GCST90092965,0.9804130881857209
8d6513f0461d64845aa7905efcfc14d1,5799a4debf764cfcf587ab1015f53e69,GCST90092965,0.9688455170811546
8d6513f0461d64845aa7905efcfc14d1,6a8274d0cd6efd0de20e48b97cbe0608,GCST90092965,0.9516964494087519
8d6513f0461d64845aa7905efcfc14d1,a46a19956b6e2aa871c0a38f95c3d86f,GCST90092965,0.9770109284553827
